"",".chain",".iteration",".draw","(Intercept)","DD_5_delta_test"
"1",1,1,1,2.79758794279093,0.104928678349121
"2",1,2,2,2.75442103064741,0.101661812744252
"3",1,3,3,2.78049913781189,0.107019276094314
"4",1,4,4,2.73081396014991,0.0894781178362049
"5",1,5,5,2.69197613956567,0.10634237075162
"6",1,6,6,2.60565301067281,0.107706577172809
"7",1,7,7,2.84308073212254,0.0948482171387618
"8",1,8,8,2.89232232278315,0.0945669818701522
"9",1,9,9,2.609269824198,0.102603290161347
"10",1,10,10,2.8280734624618,0.094640187097953
"11",1,11,11,2.69265464938595,0.0954805708866283
"12",1,12,12,3.07467566968664,0.100911304893322
"13",1,13,13,2.73840587029994,0.0950423194247288
"14",1,14,14,2.70542972020593,0.103200560292821
"15",1,15,15,2.7699717860496,0.0969597257302122
"16",1,16,16,2.82193283564719,0.0994831569628058
"17",1,17,17,2.70891224766143,0.100295758948001
"18",1,18,18,2.77645196451183,0.0973361784586366
"19",1,19,19,2.98265793612061,0.0987444458760547
"20",1,20,20,2.63823354409611,0.0942113152009612
"21",1,21,21,2.60166452567212,0.0938184534014484
"22",1,22,22,2.8123804381225,0.0980987123060888
"23",1,23,23,2.8933062012902,0.0912776840764944
"24",1,24,24,2.9470071248019,0.0921354289367653
"25",1,25,25,2.82354538974124,0.0908672787692961
"26",1,26,26,2.75879403321388,0.0955257561339233
"27",1,27,27,2.75812253528497,0.104342401738526
"28",1,28,28,3.02798532964753,0.0964599455852122
"29",1,29,29,3.04046522541307,0.0970552078577073
"30",1,30,30,3.12091649658137,0.0949890749423353
"31",1,31,31,2.91097061743105,0.100981589396741
"32",1,32,32,3.05255099743052,0.104600408899802
"33",1,33,33,2.49926981460395,0.105263859702001
"34",1,34,34,2.84505989483162,0.0997310257378968
"35",1,35,35,2.86861615211531,0.0968283673105095
"36",1,36,36,2.83538080824346,0.0907031121319496
"37",1,37,37,2.77874688163535,0.093605562080025
"38",1,38,38,2.83652348550715,0.0981134630016075
"39",1,39,39,2.79347332922223,0.0949582898862211
"40",1,40,40,2.73541210705661,0.10344643364075
"41",1,41,41,2.88629029200829,0.102435962654905
"42",1,42,42,2.88383747555645,0.100841884198476
"43",1,43,43,2.45935781878635,0.0976566768103455
"44",1,44,44,2.94929512313316,0.105901691228102
"45",1,45,45,2.9184087626156,0.0981683892998887
"46",1,46,46,2.82710072364134,0.0964800015200927
"47",1,47,47,2.69873569701701,0.101189210460906
"48",1,48,48,2.78402622429303,0.100334683604989
"49",1,49,49,2.52421503341729,0.0996997316720803
"50",1,50,50,3.09874591250123,0.099310259268355
"51",1,51,51,3.21263669905736,0.0999254185015656
"52",1,52,52,3.43584786512881,0.0891451896048785
"53",1,53,53,2.79095620177829,0.107090890283899
"54",1,54,54,2.87181312122821,0.109606419007183
"55",1,55,55,2.9209317023957,0.091109612772505
"56",1,56,56,2.80508585772348,0.0964747751905902
"57",1,57,57,2.76720036013921,0.102001972934587
"58",1,58,58,2.84534875038895,0.0951962866182025
"59",1,59,59,2.73513907547163,0.100609105727493
"60",1,60,60,2.45781086115413,0.0983197572265643
"61",1,61,61,3.05932455381032,0.0956531239227396
"62",1,62,62,2.83456743188684,0.103783632846606
"63",1,63,63,2.74902070606609,0.0935349828593802
"64",1,64,64,2.71148353127545,0.0942957559357794
"65",1,65,65,2.73542092937831,0.102246256427908
"66",1,66,66,2.93207131916731,0.0964386164156159
"67",1,67,67,3.0849624388335,0.0989760752167692
"68",1,68,68,3.17495297264174,0.093758883361196
"69",1,69,69,3.19274268813064,0.0883774039196834
"70",1,70,70,2.93501157261815,0.0948303222175309
"71",1,71,71,2.94843933332767,0.0999403158955732
"72",1,72,72,2.80373123543097,0.0931331308709452
"73",1,73,73,2.81470563049262,0.0990168176737985
"74",1,74,74,2.70805548407077,0.096717964211257
"75",1,75,75,2.72430567174973,0.101571239556024
"76",1,76,76,2.81605747794184,0.095220176544778
"77",1,77,77,2.63492492769152,0.100472081185431
"78",1,78,78,2.67468176926695,0.103463799200731
"79",1,79,79,2.79604500475086,0.0991667533806806
"80",1,80,80,2.8535517074188,0.100459911801244
"81",1,81,81,2.67235730658357,0.0966308792224971
"82",1,82,82,2.99632634049958,0.0953403438252807
"83",1,83,83,2.37865423219794,0.101673689149308
"84",1,84,84,2.22060905454789,0.102958988739245
"85",1,85,85,2.59666331570231,0.105433097711869
"86",1,86,86,2.51948092178481,0.105562169323617
"87",1,87,87,2.66249975368486,0.0941111266415538
"88",1,88,88,2.51487542888922,0.0984774236878261
"89",1,89,89,2.64823044551667,0.105754228590254
"90",1,90,90,2.72556831908359,0.106857291704266
"91",1,91,91,2.75765532345581,0.0955679446886347
"92",1,92,92,2.70471019315477,0.0881984374248249
"93",1,93,93,2.60216029773364,0.0999606691866354
"94",1,94,94,2.69037456670357,0.0966818975473206
"95",1,95,95,2.60999336887474,0.0888338102091941
"96",1,96,96,2.72948260486383,0.108957377728463
"97",1,97,97,2.93424272493823,0.101198159244165
"98",1,98,98,2.74514500313396,0.0987055492270023
"99",1,99,99,2.69133640890584,0.098146010191203
"100",1,100,100,2.92782814228338,0.096788596266381
"101",1,101,101,2.82829642440277,0.0917097032093957
"102",1,102,102,2.81358358297769,0.105831724944692
"103",1,103,103,3.04457236072557,0.10261578866575
"104",1,104,104,3.01229834007529,0.0929319343678887
"105",1,105,105,2.85274410463897,0.103890226457769
"106",1,106,106,3.11115427588633,0.0975054997838598
"107",1,107,107,2.98169438795087,0.103418535142592
"108",1,108,108,2.67363525742821,0.0904534759538512
"109",1,109,109,2.70336919951694,0.100518754947328
"110",1,110,110,2.96505920893575,0.0931947535336775
"111",1,111,111,3.06530555338401,0.099601653999814
"112",1,112,112,3.1759825649062,0.0969922608475521
"113",1,113,113,2.60504170870358,0.105230399118589
"114",1,114,114,2.74301100982835,0.0988629539345243
"115",1,115,115,2.7784115698765,0.0983955194650824
"116",1,116,116,2.91360482083395,0.0979182057030143
"117",1,117,117,2.93584225543009,0.0944523290123881
"118",1,118,118,2.74882894524821,0.0942026207199133
"119",1,119,119,2.62218594884987,0.106463697081055
"120",1,120,120,2.79380292127122,0.0901170046979692
"121",1,121,121,2.95188821672008,0.0901975894979668
"122",1,122,122,2.37113347684665,0.103276742816492
"123",1,123,123,2.39309312528168,0.101006197683376
"124",1,124,124,2.75046866080328,0.09347968028029
"125",1,125,125,2.78040623176464,0.104803980869976
"126",1,126,126,2.71628958221506,0.0941933887961687
"127",1,127,127,2.72179261724182,0.100115006276612
"128",1,128,128,2.47740236281221,0.100300846973979
"129",1,129,129,2.50518093562564,0.0993509975123941
"130",1,130,130,2.469801993619,0.106804955947717
"131",1,131,131,2.47170881884113,0.106574853292227
"132",1,132,132,2.7828675194834,0.0979594485542526
"133",1,133,133,2.81740201702053,0.0971955508221271
"134",1,134,134,2.77041324319944,0.0993415319642354
"135",1,135,135,2.79245603708184,0.0979098869265739
"136",1,136,136,2.55143517854038,0.105995048805969
"137",1,137,137,2.79395674713033,0.0922494903951336
"138",1,138,138,2.92764236917155,0.10504176301204
"139",1,139,139,2.91738412840505,0.0902705346709629
"140",1,140,140,2.80624831345426,0.105493445390923
"141",1,141,141,2.75295415292051,0.113823830497625
"142",1,142,142,3.09298309038432,0.100741677005489
"143",1,143,143,3.40682556692194,0.0976052458921371
"144",1,144,144,3.42168944492166,0.096232539098119
"145",1,145,145,3.03547354192619,0.101611205007977
"146",1,146,146,2.78536530994475,0.0980307716069781
"147",1,147,147,2.67963533202761,0.0949341197409151
"148",1,148,148,2.81071900555972,0.102384276637745
"149",1,149,149,3.04716582665462,0.0890570815704134
"150",1,150,150,3.14202413187676,0.0935386812191174
"151",1,151,151,2.64532121561221,0.101502845276151
"152",1,152,152,2.8364935269608,0.0958386506432286
"153",1,153,153,2.8291427381994,0.10343897822174
"154",1,154,154,2.72224749089109,0.105240452580686
"155",1,155,155,2.89128720630125,0.0934222050545676
"156",1,156,156,3.12080826880615,0.0986139636579019
