"","tmean_avg_14","hardiness_delta"
"1",-3.84467778261751,-5.18586432867645
"2",-4.84654997941107,-10.0623438210348
"3",1.04644866660237,1.58304321248383
"4",-8.87233699206263,-3.179939891624
"5",-0.629014321602881,-7.44479077966077
"6",-0.324585298076272,2.61680711812755
"7",6.24805235303938,2.05157550416204
"8",-2.59358925744891,2.88102801138183
"9",0.931171900592744,5.07506809037923
"10",-6.59475897904485,-9.11131460414791
"11",2.49992954079062,1.71394221724853
"12",7.64331036247313,7.43677827842206
"13",-4.39292320050299,-5.52957387009331
"14",-2.03024196904153,5.71563481413147
"15",5.25102164596319,5.64052405799995
"16",3.38043424766511,1.24135930701605
"17",-5.90775676071644,-3.99377403195795
"18",-2.84950293134898,-2.24442815650123
"19",-2.81049770303071,-3.02024854775132
"20",3.80581056699157,3.52834094078333
"21",0.716223078779876,2.062932898114
"22",4.21607690863311,1.02300989657101
"23",0.766973965801299,-2.72028400062538
"24",4.97944453731179,9.92500977742516
"25",-1.59797098953277,-7.78425904755252
"26",-6.57159574795514,-6.53334658506024
"27",5.40603219531476,2.14344714738348
"28",7.63907175511122,8.45069023472424
"29",0.981934205628932,4.00728982544714
"30",-4.44552486762404,-10.6687391303934
"31",-0.233880118466914,2.45658669688992
"32",8.57010149862617,8.42011419799804
"33",-3.02616036497056,-7.06220829630068
"34",9.08315415028483,3.28951954723561
"35",3.90548278111964,6.03422753155092
"36",7.78907077852637,7.31535568277743
"37",-6.39185509644449,-5.74275147831901
"38",2.58781700860709,5.03990323593285
"39",9.79128273203969,14.9728099955494
"40",-7.3942225985229,-7.70553347591273
"41",-3.38678948581219,-5.05815635828509
"42",7.30241093318909,11.5873152228185
"43",5.55168878752738,2.87281658122696
"44",6.54606899246573,3.07335527224772
"45",2.06648712977767,0.475597764990498
"46",-0.175363561138511,7.16168471186198
"47",5.60717022046447,3.10968282647223
"48",7.68454054836184,8.92510009485154
"49",-5.84572204388678,-9.38177146606067
"50",-3.85828206315637,-7.38038633856404
"51",-3.38940303772688,-4.38817309065042
"52",-6.0264185955748,-1.93707747480731
"53",-5.28611395973712,-6.69355597846623
"54",-4.50226679444313,-1.97363989803338
"55",1.8264210736379,-2.54756009398836
"56",-4.93218692485243,-6.13310468499919
"57",-7.53025539219379,-9.85950724820275
"58",-5.40188225917518,-6.50977179307821
"59",1.95150584448129,5.67181022033166
"60",-5.77182888053358,-6.09413030555352
"61",-0.725976438261569,-0.208195919588968
"62",2.94202388264239,3.70582768738825
"63",9.21146184206009,7.36786035507682
"64",3.52796343155205,-0.759681856451006
"65",-1.09703956637532,-2.08996587022344
"66",-2.84452434163541,-2.459366151507
"67",-0.885370876640081,2.16898910074922
"68",-1.0917204618454,-1.85844153653666
"69",-5.09814821649343,-6.00577124857151
"70",3.88701424002647,8.7325862878033
"71",-1.75525929778814,-4.07639936142991
"72",-3.44548262655735,-2.17347542186939
"73",1.45129533950239,-0.300545604485677
"74",9.33998168911785,10.5850887258153
"75",3.23558044154197,-1.40020452833
"76",2.49395433813334,0.937705823889158
"77",7.13306085206568,6.29368618900761
"78",5.49557776190341,8.51794990813088
"79",6.68054197449237,5.27183211364727
"80",-8.16979442723095,-7.27610331209877
"81",-0.809490266256034,-2.06287356547392
"82",1.98796311859041,-0.563179210283197
"83",8.39443821460009,10.4615767977173
"84",9.65648154728115,8.27589296299526
"85",-9.24394841305912,-5.1993952804244
"86",1.55874801799655,2.88796217078709
"87",4.6662833634764,4.21350479839408
"88",-5.02515194471925,-3.65850537427482
"89",-3.98526950273663,-4.10573354663273
"90",4.66933403164148,6.03769716228083
"91",8.13908751122653,6.91381242276323
"92",-5.80366463866085,-12.213146205491
"93",-2.83724021632224,-2.36677446716247
"94",-1.03401711210608,0.946129591413845
"95",8.12852866016328,5.18302542094255
"96",-2.21121408510953,-5.55214519771968
"97",0.349194989539683,-0.962848040648665
"98",-7.49521824531257,-9.04355198533282
"99",-9.39708508551121,-8.14009711379811
"100",5.43610989116132,5.83857620130812
